"","INVENTORY_ID","PLOT_ID","TREE_ID","species","dead","expan","dbh","g","height","slenderness","bearing","distance"
"166332","IFN4","9_382_A_1","IFN4_9_382_A_1_37",21,0,31.8309886183791,18.35,264.461233074597,13.5,73.5694822888283,202,9.1000004
"166333","IFN4","9_382_A_1","IFN4_9_382_A_1_38",21,0,31.8309886183791,13.7,147.411381288067,13.3,97.0802919708029,203,4.5999999
"166334","IFN4","9_382_A_1","IFN4_9_382_A_1_39",21,0,31.8309886183791,18.6,271.716348608981,13.8,74.1935483870968,205,7.9000001
"166335","IFN4","9_382_A_1","IFN4_9_382_A_1_40",21,0,31.8309886183791,14.75,170.873187924157,9.5,64.406779661017,214,3.3
"166336","IFN4","9_382_A_1","IFN4_9_382_A_1_41",21,0,14.1471060526129,26.25,541.188421966054,15.7,59.8095238095238,219,6.9000001
"166337","IFN4","9_382_A_1","IFN4_9_382_A_1_42",21,0,14.1471060526129,27.1,576.80426518072,17.5,64.5756457564576,227,14
"166338","IFN4","9_382_A_1","IFN4_9_382_A_1_43",21,0,14.1471060526129,32.15,811.805213146279,17.6,54.7433903576983,230,5.6999998
"166339","IFN4","9_382_A_1","IFN4_9_382_A_1_44",21,0,14.1471060526129,23.05,417.284007708473,16.4,71.1496746203904,232,12.9
"166340","IFN4","9_382_A_1","IFN4_9_382_A_1_45",21,0,14.1471060526129,31.85,796.725568409048,19.200001,60.2825777080063,238,11.7
"166341","IFN4","9_382_A_1","IFN4_9_382_A_1_46",21,0,14.1471060526129,23.75,443.013651541373,17.299999,72.8421010526316,242,9.8999996
