"","INVENTORY_ID","PLOT_ID","TREE_ID","species","dead","expan","dbh","g","height","slenderness","bearing","distance"
"818658","IFN4","37_1211_A_1","IFN4_37_1211_A_1_38",26,0,14.1471060526129,27.35,587.495497679968,18.299999,66.9104168190128,223,9.3999996
"818659","IFN4","37_1211_A_1","IFN4_37_1211_A_1_39",26,0,14.1471060526129,30.7,740.229915020461,16.700001,54.3973973941368,224,12.4
"818660","IFN4","37_1211_A_1","IFN4_37_1211_A_1_40",26,0,31.8309886183791,21.8,373.252623173003,18.700001,85.7798211009174,229,8.1000004
"818661","IFN4","37_1211_A_1","IFN4_37_1211_A_1_41",26,0,14.1471060526129,23,415.47562843725,18.299999,79.5652130434783,245,13.6
"818662","IFN4","37_1211_A_1","IFN4_37_1211_A_1_42",26,0,14.1471060526129,23.35,428.216750142965,20.1,86.0813704496788,250,13.1
"818663","IFN4","37_1211_A_1","IFN4_37_1211_A_1_43",26,0,14.1471060526129,23.65,439.290864246869,20.5,86.6807610993658,261,13.5
"818664","IFN4","37_1211_A_1","IFN4_37_1211_A_1_44",21,0,31.8309886183791,17.1,229.658276959048,12.8,74.8538011695906,287,8.1000004
"818668","IFN4","37_1211_A_1","IFN4_37_1211_A_1_48",26,0,14.1471060526129,31.5,779.311327631118,19.200001,60.9523841269841,316,4.8000002
"818670","IFN4","37_1211_A_1","IFN4_37_1211_A_1_50",26,0,14.1471060526129,24.4,467.594650560305,16.299999,66.8032745901639,322,6.9000001
"818671","IFN4","37_1211_A_1","IFN4_37_1211_A_1_51",26,0,14.1471060526129,33.2,865.697271623204,18.1,54.5180722891566,330,11.9
"818673","IFN4","37_1211_A_1","IFN4_37_1211_A_1_53",26,0,31.8309886183791,22.2,387.075630848798,15,67.5675675675676,346,6.3000002
"818674","IFN4","37_1211_A_1","IFN4_37_1211_A_1_54",26,0,14.1471060526129,23.2,422.732707467043,16.200001,69.8275905172414,358,14.2
"818675","IFN4","37_1211_A_1","IFN4_37_1211_A_1_55",26,0,14.1471060526129,26.35,545.319616305525,16.6,62.9981024667932,362,10.1
"818676","IFN4","37_1211_A_1","IFN4_37_1211_A_1_56",26,0,14.1471060526129,33.25,868.306757021091,15.6,46.9172932330827,373,14
"818677","IFN4","37_1211_A_1","IFN4_37_1211_A_1_57",26,0,14.1471060526129,25.1,494.808696922026,16.299999,64.940235059761,373,9.1999998
